time buyrate sellrate
2020-10-11T15:37:57+00:00 98.60835 101.61165
2020-10-12T07:06:30+00:00 99.5544 101.5656
2020-10-12T07:25:21+00:00 99.5841 101.5959
2020-10-12T07:41:31+00:00 99.47025 101.47975
2020-10-12T07:51:35+00:00 99.368775 101.376225
2020-10-12T08:07:24+00:00 99.3168 101.3232
2020-10-12T08:28:34+00:00 99.249975 101.255025
2020-10-12T08:38:27+00:00 99.249975 101.255025
2020-10-12T08:44:46+00:00 99.249975 101.255025
2020-10-12T08:51:35+00:00 99.452925 101.462075
2020-10-12T09:06:34+00:00 99.452925 101.462075
2020-10-12T09:25:42+00:00 99.452925 101.462075
2020-10-12T09:34:14+00:00 99.452925 101.462075
2020-10-12T09:51:38+00:00 99.452925 101.462075
2020-10-12T10:06:58+00:00 99.452925 101.462075
2020-10-12T10:26:05+00:00 99.324225 101.330775
2020-10-12T10:33:57+00:00 99.324225 101.330775
2020-10-12T11:06:09+00:00 99.324225 101.330775
2020-10-12T11:24:02+00:00 99.4356 101.4444
2020-10-12T11:32:22+00:00 99.4356 101.4444
2020-10-12T11:41:51+00:00 99.373725 101.381275
2020-10-12T11:51:41+00:00 99.373725 101.381275
2020-10-12T14:51:36+00:00 99.08115 102.09885
2020-10-12T15:06:40+00:00 99.174725 102.195275
2020-10-12T15:25:32+00:00 99.23875 102.26125
2020-10-12T15:32:43+00:00 99.23875 102.26125
2020-10-12T15:42:00+00:00 99.23875 102.26125
2020-10-12T15:51:56+00:00 99.2904625 102.3145375
2020-10-12T16:08:06+00:00 99.2904625 102.3145375
2020-10-12T16:31:25+00:00 99.1895 102.2105
2020-10-12T16:42:29+00:00 99.1895 102.2105
2020-10-12T16:51:38+00:00 99.1895 102.2105
2020-10-12T17:05:57+00:00 99.1895 102.2105
2020-10-12T17:23:40+00:00 99.1895 102.2105
2020-10-12T17:32:37+00:00 99.1895 102.2105
2020-10-12T17:41:52+00:00 99.1895 102.2105
2020-10-12T17:51:36+00:00 99.1895 102.2105
2020-10-12T18:07:01+00:00 99.1895 102.2105
2020-10-12T18:26:53+00:00 99.1895 102.2105
2020-10-12T18:38:14+00:00 99.1895 102.2105
2020-10-12T19:51:38+00:00 99.1895 102.2105
2020-10-12T20:07:06+00:00 99.2658375 102.2891625
2020-10-12T20:26:21+00:00 99.2658375 102.2891625
2020-10-12T20:34:12+00:00 99.2658375 102.2891625
2020-10-12T20:41:35+00:00 99.2658375 102.2891625
2020-10-12T20:51:44+00:00 99.2658375 102.2891625
2020-10-12T21:06:36+00:00 99.2658375 102.2891625
2020-10-13T07:06:31+00:00 99.799425 101.815575
2020-10-13T07:25:27+00:00 99.74745 101.76255
2020-10-13T07:32:33+00:00 99.74745 101.76255
2020-10-13T07:41:36+00:00 99.74745 101.76255
2020-10-13T07:51:46+00:00 99.74745 101.76255
2020-10-13T08:07:39+00:00 99.74745 101.76255
2020-10-13T08:29:09+00:00 99.626175 101.638825
2020-10-13T08:38:57+00:00 99.5049 101.5151
2020-10-13T08:45:01+00:00 99.571725 101.583275
2020-10-13T09:06:39+00:00 99.571725 101.583275
2020-10-13T09:25:45+00:00 99.571725 101.583275
2020-10-13T09:36:29+00:00 99.6435 101.6565
2020-10-13T09:42:27+00:00 99.551925 101.563075
2020-10-13T09:51:35+00:00 99.551925 101.563075
2020-10-13T10:26:12+00:00 99.551925 101.563075
2020-10-13T10:34:36+00:00 99.551925 101.563075
2020-10-13T10:51:32+00:00 99.551925 101.563075
2020-10-13T11:06:11+00:00 99.551925 101.563075
2020-10-13T11:24:02+00:00 99.274725 101.280275
2020-10-13T11:32:32+00:00 99.33165 101.33835
2020-10-13T11:41:40+00:00 99.2673 101.2727
2020-10-14T13:28:25.502664 99.5346 101.5454
2020-10-14T13:31:01.570718 99.5346 101.5454
2020-10-14T13:32:55.999875 99.5346 101.5454
