time buyrate sellrate
2020-10-11T15:37:57+00:00 75.6283 77.9317
2020-10-12T07:06:30+00:00 75.999825 77.535175
2020-10-12T07:25:21+00:00 75.999825 77.535175
2020-10-12T07:41:31+00:00 75.999825 77.535175
2020-10-12T07:51:35+00:00 75.999825 77.535175
2020-10-12T08:07:24+00:00 75.999825 77.535175
2020-10-12T08:28:34+00:00 75.999825 77.535175
2020-10-12T08:38:27+00:00 75.999825 77.535175
2020-10-12T08:44:46+00:00 75.999825 77.535175
2020-10-12T08:51:35+00:00 75.999825 77.535175
2020-10-12T09:06:34+00:00 75.999825 77.535175
2020-10-12T09:25:42+00:00 75.999825 77.535175
2020-10-12T09:34:14+00:00 75.999825 77.535175
2020-10-12T09:51:38+00:00 75.999825 77.535175
2020-10-12T10:06:58+00:00 75.999825 77.535175
2020-10-12T10:26:05+00:00 75.999825 77.535175
2020-10-12T10:33:57+00:00 75.999825 77.535175
2020-10-12T11:06:09+00:00 75.999825 77.535175
2020-10-12T11:24:02+00:00 75.999825 77.535175
2020-10-12T11:32:22+00:00 75.999825 77.535175
2020-10-12T11:41:51+00:00 75.999825 77.535175
2020-10-12T11:51:41+00:00 75.999825 77.535175
2020-10-12T14:51:36+00:00 75.8967125 78.2082875
2020-10-12T15:06:40+00:00 75.938575 78.251425
2020-10-12T15:25:32+00:00 75.9311875 78.2438125
2020-10-12T15:32:43+00:00 75.9311875 78.2438125
2020-10-12T15:42:00+00:00 75.9311875 78.2438125
2020-10-12T15:51:56+00:00 75.9705875 78.2844125
2020-10-12T16:08:06+00:00 75.9213375 78.2336625
2020-10-12T16:31:25+00:00 75.9213375 78.2336625
2020-10-12T16:42:29+00:00 75.9213375 78.2336625
2020-10-12T16:51:38+00:00 75.869625 78.180375
2020-10-12T17:05:57+00:00 75.91395 78.22605
2020-10-12T17:23:40+00:00 75.9262625 78.2387375
2020-10-12T17:32:37+00:00 75.9262625 78.2387375
2020-10-12T17:41:52+00:00 75.9262625 78.2387375
2020-10-12T17:51:36+00:00 75.9262625 78.2387375
2020-10-12T18:07:01+00:00 75.8770125 78.1879875
2020-10-12T18:26:53+00:00 75.918875 78.231125
2020-10-12T18:38:14+00:00 75.918875 78.231125
2020-10-12T19:51:38+00:00 75.958275 78.271725
2020-10-12T20:07:06+00:00 75.958275 78.271725
2020-10-12T20:26:21+00:00 76.0001375 78.3148625
2020-10-12T20:34:12+00:00 76.0001375 78.3148625
2020-10-12T20:41:35+00:00 76.0001375 78.3148625
2020-10-12T20:51:44+00:00 75.948425 78.261575
2020-10-12T21:06:36+00:00 75.948425 78.261575
2020-10-13T07:06:31+00:00 76.53195 78.07805
2020-10-13T07:25:27+00:00 76.539375 78.085625
2020-10-13T07:32:33+00:00 76.628475 78.176525
2020-10-13T07:41:36+00:00 76.499775 78.045225
2020-10-13T07:51:46+00:00 76.5072 78.0528
2020-10-13T08:07:39+00:00 76.405725 77.949275
2020-10-13T08:29:09+00:00 76.4478 77.9922
2020-10-13T08:38:57+00:00 76.351275 77.893725
2020-10-13T08:45:01+00:00 76.351275 77.893725
2020-10-13T09:06:39+00:00 76.346325 77.888675
2020-10-13T09:25:45+00:00 76.311675 77.853325
2020-10-13T09:36:29+00:00 76.25475 77.79525
2020-10-13T09:42:27+00:00 76.25475 77.79525
2020-10-13T09:51:35+00:00 76.296825 77.838175
2020-10-13T10:26:12+00:00 76.301775 77.843225
2020-10-13T10:34:36+00:00 76.301775 77.843225
2020-10-13T10:51:32+00:00 76.301775 77.843225
2020-10-13T11:06:11+00:00 76.212675 77.752325
2020-10-13T11:24:02+00:00 76.207725 77.747275
2020-10-13T11:32:32+00:00 76.158225 77.696775
2020-10-13T11:41:40+00:00 76.16565 77.70435
2020-10-14T13:28:25.502353 76.5864 78.1336
